monthly_rent,deposit,locality,bhk,size_sqft,furnishing_status,preferred_tenant,bathrooms,floor_number,total_floors,amenities_count,source
20479.0,52869.0,Navalur,2,1088,,Family,2,1.0,8,6.0,99acres
14181.0,60397.0,Tambaram,3,1460,Unfurnished,Family,3,0.0,2,6.0,99acres
12103.0,40723.0,Thoraipakkam,2,1059,Furnished,Family,2,2.0,4,10.0,99acres
6033.0,26539.0,Pallikaranai,1,593,Furnished,Family,1,16.0,16,8.0,MagicBricks
9516.0,28204.0,Ambattur,3,1013,Semi-Furnished,Family,3,4.0,6,10.0,MagicBricks
14347.0,69809.0,Tambaram,3,1437,Furnished,Family,3,4.0,8,9.0,Housing.com
8955.0,34104.0,OMR,1,519,Unfurnished,Family,1,12.0,12,3.0,Housing.com
11890.0,29326.0,Sholinganallur,1,584,Semi-Furnished,Bachelors,1,12.0,12,5.0,NoBroker
26853.0,87241.0,Navalur,3,1409,Unfurnished,Both,3,1.0,12,6.0,Housing.com
14618.0,33991.0,Velachery,2,810,Semi-Furnished,Family,2,1.0,4,6.0,NoBroker
12870.0,36297.0,Pallikaranai,2,942,Semi-Furnished,Both,1,0.0,16,3.0,MagicBricks
38906.0,179206.0,Anna Nagar,3,1561,Semi-Furnished,Family,2,1.0,8,8.0,99acres
5962.0,20519.0,Tambaram,2,754,Semi-Furnished,Family,2,6.0,8,7.0,99acres
15766.0,,OMR,2,856,Furnished,Both,1,1.0,8,6.0,99acres
6147.0,21588.0,Porur,1,517,Unfurnished,Bachelors,1,0.0,4,7.0,MagicBricks
11970.0,43630.0,Pallikaranai,2,1007,Semi-Furnished,Both,2,0.0,6,4.0,99acres
5000.0,22213.0,Pallikaranai,1,438,Furnished,Family,1,6.0,8,7.0,MagicBricks
29586.0,88419.0,Velachery,4,1514,Unfurnished,Family,4,0.0,16,4.0,99acres
12398.0,38938.0,Pallikaranai,2,1184,,Family,2,0.0,6,8.0,Housing.com
29451.0,121465.0,OMR,4,1684,Semi-Furnished,Family,4,6.0,6,7.0,MagicBricks
39887.0,127545.0,Sholinganallur,4,1977,Semi-Furnished,Family,4,1.0,8,3.0,MagicBricks
36439.0,164043.0,Anna Nagar,3,1450,Unfurnished,Family,3,4.0,6,3.0,MagicBricks
24403.0,81581.0,Perungudi,3,1485,Semi-Furnished,Family,3,0.0,16,8.0,MagicBricks
7963.0,22942.0,Kolathur,2,833,Unfurnished,Family,1,5.0,12,9.0,NoBroker
26508.0,70598.0,Thoraipakkam,3,1412,Unfurnished,Both,3,2.0,8,3.0,NoBroker
10160.0,,Sholinganallur,1,536,Furnished,Family,1,4.0,8,6.0,MagicBricks
29863.0,,Anna Nagar,3,1268,Semi-Furnished,Family,2,7.0,8,11.0,Housing.com
39322.0,131688.0,Adyar,4,2155,Unfurnished,Both,4,4.0,8,9.0,MagicBricks
26269.0,124078.0,Guindy,3,1285,Furnished,Both,2,3.0,4,11.0,MagicBricks
17728.0,52478.0,Anna Nagar,2,821,Furnished,Bachelors,2,5.0,8,11.0,MagicBricks
11499.0,24741.0,Chromepet,3,1347,Furnished,Family,3,0.0,16,9.0,NoBroker
12896.0,43921.0,OMR,2,829,Furnished,Bachelors,2,3.0,4,11.0,MagicBricks
16053.0,42077.0,Porur,3,1468,Unfurnished,Bachelors,3,6.0,6,2.0,NoBroker
12269.0,56053.0,Perungudi,1,603,Semi-Furnished,Both,1,11.0,12,8.0,MagicBricks
31763.0,94102.0,Nungambakkam,2,1122,Unfurnished,Bachelors,2,4.0,8,10.0,Housing.com
38436.0,112462.0,Anna Nagar,3,1471,Unfurnished,Bachelors,3,1.0,4,9.0,NoBroker
17365.0,74134.0,Perungudi,2,949,,Both,2,5.0,8,5.0,MagicBricks
15877.0,35059.0,Kolathur,3,1320,Furnished,Family,3,0.0,12,5.0,99acres
14059.0,62954.0,Sholinganallur,2,665,Furnished,Bachelors,2,3.0,4,5.0,MagicBricks
13084.0,33563.0,Thoraipakkam,2,753,Furnished,Family,2,12.0,16,5.0,99acres
37141.0,183110.0,Nungambakkam,2,1196,Semi-Furnished,Both,1,1.0,12,11.0,NoBroker
49086.0,198556.0,Nungambakkam,4,1614,Semi-Furnished,Family,4,4.0,8,5.0,99acres
19237.0,47010.0,Porur,4,1557,Unfurnished,Bachelors,3,0.0,8,7.0,MagicBricks
15379.0,33400.0,Sholinganallur,2,892,Semi-Furnished,Family,2,1.0,6,3.0,MagicBricks
18731.0,64774.0,Sholinganallur,2,988,Unfurnished,Family,1,9.0,12,3.0,Housing.com
11365.0,42442.0,Porur,2,850,Furnished,Bachelors,2,1.0,6,9.0,MagicBricks
28813.0,125129.0,Adyar,2,1033,Furnished,Family,2,4.0,8,5.0,Housing.com
44305.0,184455.0,Anna Nagar,4,1618,Semi-Furnished,Family,4,2.0,12,10.0,MagicBricks
12590.0,45393.0,Thoraipakkam,2,1022,Semi-Furnished,Both,1,5.0,8,8.0,MagicBricks
11020.0,28439.0,OMR,2,785,Semi-Furnished,Both,2,6.0,12,11.0,99acres
11601.0,31284.0,Navalur,2,1027,Semi-Furnished,Family,2,3.0,6,11.0,99acres
11065.0,23549.0,Thoraipakkam,1,686,Unfurnished,Family,1,5.0,6,10.0,NoBroker
16384.0,62538.0,Adyar,2,805,,Family,2,10.0,12,7.0,99acres
19293.0,45250.0,Navalur,3,1327,Semi-Furnished,Both,3,2.0,8,11.0,Housing.com
19560.0,72757.0,Porur,3,1357,Semi-Furnished,Both,3,13.0,16,8.0,Housing.com
12344.0,37704.0,Medavakkam,2,878,Furnished,Both,1,8.0,12,2.0,NoBroker
20512.0,94946.0,ECR,3,1357,Semi-Furnished,Both,3,4.0,8,6.0,99acres
24062.0,105305.0,Sholinganallur,3,1311,Unfurnished,Family,3,4.0,6,11.0,NoBroker
12760.0,49373.0,Medavakkam,2,994,Unfurnished,Family,2,1.0,8,10.0,99acres
18929.0,,Mogappair,3,1391,,Family,3,5.0,6,2.0,99acres
28464.0,130503.0,OMR,4,1768,Unfurnished,Family,4,3.0,6,11.0,NoBroker
35448.0,170552.0,Sholinganallur,4,1922,Semi-Furnished,Bachelors,4,5.0,6,9.0,Housing.com
17635.0,85028.0,ECR,2,1097,Semi-Furnished,Family,2,5.0,6,2.0,MagicBricks
19088.0,63147.0,Thoraipakkam,3,1190,Semi-Furnished,Bachelors,3,6.0,8,9.0,NoBroker
17947.0,70445.0,OMR,2,1047,Furnished,Bachelors,2,5.0,6,6.0,Housing.com
17676.0,84629.0,Porur,3,1179,Semi-Furnished,Family,3,3.0,4,9.0,MagicBricks
36919.0,91352.0,Anna Nagar,4,1738,Semi-Furnished,Family,4,0.0,4,3.0,99acres
51062.0,254221.0,Guindy,4,2170,Semi-Furnished,Bachelors,4,1.0,2,,99acres
24220.0,94106.0,Thoraipakkam,3,1409,Semi-Furnished,Both,3,4.0,4,4.0,MagicBricks
13065.0,33764.0,Tambaram,3,1389,Unfurnished,Both,3,13.0,16,5.0,NoBroker
8124.0,35196.0,Sholinganallur,1,495,Unfurnished,Bachelors,1,1.0,12,,99acres
13951.0,42131.0,ECR,3,944,Semi-Furnished,Family,3,4.0,4,8.0,NoBroker
19310.0,83847.0,Navalur,3,1273,Furnished,Both,3,2.0,2,7.0,99acres
25302.0,53540.0,Porur,4,1649,Semi-Furnished,Family,4,1.0,2,10.0,99acres
11986.0,29211.0,Guindy,2,855,Unfurnished,Family,2,2.0,16,10.0,MagicBricks
11115.0,27503.0,Ambattur,3,1574,Semi-Furnished,Both,3,0.0,4,3.0,Housing.com
12827.0,31976.0,Chromepet,3,1256,Semi-Furnished,Bachelors,3,5.0,6,2.0,Housing.com
10171.0,49086.0,OMR,1,596,Semi-Furnished,,1,9.0,12,4.0,99acres
17513.0,55011.0,Sholinganallur,2,837,Furnished,,2,7.0,12,7.0,Housing.com
22929.0,58784.0,OMR,3,1278,Semi-Furnished,Family,3,4.0,6,4.0,99acres
13302.0,46634.0,Anna Nagar,1,546,Semi-Furnished,Both,1,9.0,12,8.0,NoBroker
37337.0,,T Nagar,3,1367,Unfurnished,Both,3,7.0,8,5.0,Housing.com
9162.0,23864.0,Sholinganallur,1,566,Semi-Furnished,Family,1,0.0,4,9.0,99acres
9852.0,20158.0,Pallikaranai,2,883,Semi-Furnished,Both,2,3.0,4,4.0,MagicBricks
20227.0,81229.0,Velachery,2,1101,Unfurnished,Both,2,12.0,12,5.0,99acres
25433.0,71901.0,Adyar,2,1075,Semi-Furnished,Family,2,7.0,8,5.0,NoBroker
11744.0,39293.0,Medavakkam,3,984,Furnished,Family,3,2.0,4,5.0,MagicBricks
22629.0,88974.0,OMR,3,1252,Furnished,Both,3,0.0,12,11.0,MagicBricks
16392.0,45030.0,Sholinganallur,2,997,Semi-Furnished,Family,2,14.0,16,5.0,MagicBricks
21346.0,56755.0,Sholinganallur,3,1437,Semi-Furnished,Family,3,1.0,6,2.0,NoBroker
26635.0,79138.0,Guindy,3,1386,Furnished,Both,3,3.0,12,11.0,99acres
7550.0,17383.0,Chromepet,2,943,Semi-Furnished,Family,2,4.0,6,5.0,Housing.com
40466.0,197696.0,Adyar,4,1769,,Family,4,7.0,16,8.0,99acres
21371.0,73466.0,Velachery,3,960,Furnished,Bachelors,2,10.0,12,4.0,99acres
16979.0,62451.0,Guindy,2,852,Furnished,Both,2,1.0,4,9.0,MagicBricks
5504.0,24155.0,Mogappair,1,553,Unfurnished,,1,0.0,12,5.0,Housing.com
17990.0,61610.0,Mogappair,3,1345,Furnished,Both,3,,6,8.0,NoBroker
14805.0,53482.0,Medavakkam,2,1053,Furnished,Bachelors,2,8.0,12,11.0,99acres
21035.0,101543.0,Perungudi,3,1064,Unfurnished,Bachelors,3,2.0,6,6.0,Housing.com
11023.0,22537.0,Kolathur,3,1095,,Family,3,0.0,8,7.0,NoBroker
5795.0,24234.0,Ambattur,1,524,Semi-Furnished,Both,1,4.0,8,11.0,NoBroker
30984.0,111140.0,Porur,4,2163,Semi-Furnished,Both,4,2.0,8,10.0,99acres
9703.0,30798.0,Perungudi,1,670,Semi-Furnished,Bachelors,1,12.0,12,9.0,99acres
5000.0,10989.0,Ambattur,1,483,Semi-Furnished,Both,1,1.0,2,11.0,Housing.com
9487.0,40660.0,Tambaram,2,888,Semi-Furnished,Both,2,1.0,8,5.0,NoBroker
18409.0,56303.0,Sholinganallur,2,994,Semi-Furnished,Both,1,4.0,6,9.0,NoBroker
14529.0,54198.0,Ambattur,3,1418,Semi-Furnished,Both,3,,6,11.0,NoBroker
12705.0,41370.0,Medavakkam,2,979,Furnished,Bachelors,2,0.0,2,7.0,99acres
28182.0,79321.0,Velachery,3,1284,Semi-Furnished,Bachelors,3,6.0,8,8.0,99acres
11346.0,25307.0,Mogappair,2,993,Furnished,Bachelors,2,2.0,2,9.0,MagicBricks
12449.0,31742.0,Tambaram,2,1137,Semi-Furnished,Family,2,1.0,12,7.0,MagicBricks
9522.0,22673.0,Velachery,1,463,Semi-Furnished,Both,1,6.0,6,3.0,NoBroker
19845.0,85647.0,Navalur,3,1359,Semi-Furnished,Both,3,,4,4.0,99acres
18766.0,77564.0,Thoraipakkam,3,1194,Semi-Furnished,Both,3,1.0,8,3.0,99acres
19243.0,77126.0,ECR,3,1246,Furnished,Family,3,2.0,2,9.0,99acres
21473.0,80713.0,Velachery,2,992,Unfurnished,Both,2,1.0,6,4.0,Housing.com
10922.0,31105.0,Pallikaranai,3,1265,Semi-Furnished,Both,3,2.0,6,2.0,MagicBricks
21853.0,57916.0,Adyar,2,1060,Unfurnished,Family,2,0.0,6,10.0,MagicBricks
14311.0,48027.0,Porur,2,944,Semi-Furnished,Bachelors,2,3.0,8,2.0,99acres
11610.0,28584.0,Navalur,2,783,Furnished,Bachelors,2,2.0,6,8.0,NoBroker
19291.0,49469.0,OMR,3,1374,,,2,1.0,12,8.0,MagicBricks
18077.0,40956.0,OMR,2,853,,Bachelors,2,10.0,12,4.0,MagicBricks
8726.0,36131.0,Navalur,1,565,Semi-Furnished,Family,1,6.0,8,4.0,NoBroker
29065.0,83549.0,Perungudi,4,1769,Unfurnished,,4,5.0,6,9.0,NoBroker
15406.0,51862.0,OMR,2,1002,Semi-Furnished,Bachelors,2,4.0,6,3.0,NoBroker
14149.0,52161.0,OMR,2,899,Furnished,Family,2,13.0,16,5.0,99acres
12936.0,58775.0,Mogappair,2,939,Furnished,Family,1,0.0,2,9.0,MagicBricks
5883.0,17620.0,Ambattur,1,587,Semi-Furnished,Family,1,6.0,6,2.0,MagicBricks
36586.0,127006.0,Nungambakkam,3,1459,Semi-Furnished,Both,2,2.0,8,6.0,MagicBricks
23008.0,88340.0,Nungambakkam,2,919,Semi-Furnished,Both,2,2.0,6,4.0,NoBroker
14238.0,33093.0,Sholinganallur,2,920,Semi-Furnished,Bachelors,2,0.0,8,2.0,NoBroker
5462.0,23870.0,Porur,1,537,Furnished,Both,1,12.0,16,9.0,NoBroker
12236.0,57367.0,OMR,2,843,Furnished,Family,2,4.0,6,7.0,99acres
12768.0,37548.0,Mogappair,3,1394,Furnished,Both,3,12.0,12,10.0,MagicBricks
16360.0,61551.0,Chromepet,3,1583,Furnished,Family,3,4.0,6,11.0,NoBroker
43930.0,100101.0,Adyar,4,1964,Semi-Furnished,,3,5.0,6,7.0,MagicBricks
13154.0,50111.0,Pallikaranai,2,927,Semi-Furnished,Both,2,2.0,16,11.0,MagicBricks
14351.0,36119.0,Sholinganallur,2,883,Furnished,Family,2,,8,6.0,99acres
21694.0,84086.0,Perungudi,2,882,Unfurnished,Both,2,16.0,16,4.0,NoBroker
6130.0,25931.0,Chromepet,1,629,Furnished,Bachelors,1,4.0,4,9.0,MagicBricks
6796.0,31589.0,Pallikaranai,1,559,Furnished,Both,1,2.0,4,3.0,MagicBricks
20832.0,102003.0,Medavakkam,4,1924,Semi-Furnished,Both,4,10.0,16,6.0,MagicBricks
20703.0,71800.0,Porur,3,1473,Furnished,Bachelors,3,3.0,4,2.0,99acres
27036.0,101877.0,Sholinganallur,3,1396,Furnished,Family,3,,6,10.0,NoBroker
18073.0,60999.0,Medavakkam,3,1517,Semi-Furnished,Both,3,6.0,8,4.0,MagicBricks
24006.0,102501.0,Thoraipakkam,4,1771,Unfurnished,Family,4,3.0,12,9.0,MagicBricks
20953.0,81266.0,OMR,3,1275,Unfurnished,Family,3,3.0,4,3.0,NoBroker
14615.0,66273.0,Ambattur,3,1403,Unfurnished,Bachelors,3,0.0,2,8.0,NoBroker
42808.0,187360.0,Velachery,4,2006,Unfurnished,Bachelors,4,11.0,12,8.0,NoBroker
38317.0,140634.0,OMR,4,2147,Semi-Furnished,Family,4,13.0,16,2.0,Housing.com
19811.0,65667.0,Navalur,3,1241,Semi-Furnished,Both,3,1.0,4,5.0,99acres
9486.0,45895.0,T Nagar,1,496,Semi-Furnished,Bachelors,1,0.0,6,6.0,Housing.com
23767.0,52203.0,T Nagar,3,944,Furnished,Bachelors,2,4.0,8,3.0,NoBroker
50804.0,118426.0,T Nagar,4,1820,Furnished,Bachelors,4,2.0,16,5.0,Housing.com
24099.0,102981.0,Sholinganallur,3,1540,Semi-Furnished,Family,3,0.0,4,6.0,NoBroker
9763.0,36136.0,Porur,2,665,Unfurnished,Family,2,6.0,8,3.0,99acres
25638.0,123717.0,Guindy,3,1302,Unfurnished,Both,3,6.0,6,10.0,MagicBricks
7864.0,30541.0,Pallikaranai,2,769,Semi-Furnished,Both,2,2.0,4,11.0,NoBroker
10405.0,27328.0,Ambattur,2,1072,Unfurnished,Family,2,4.0,12,4.0,99acres
22349.0,90036.0,Guindy,3,1189,Unfurnished,Bachelors,3,9.0,16,4.0,99acres
22044.0,98549.0,Porur,3,1363,Furnished,Family,3,4.0,6,7.0,MagicBricks
7577.0,28555.0,Tambaram,3,961,Furnished,Both,3,8.0,12,11.0,NoBroker
31005.0,120868.0,Adyar,3,1309,Semi-Furnished,Both,3,0.0,6,3.0,Housing.com
14732.0,36611.0,Velachery,1,584,Semi-Furnished,Family,1,5.0,8,10.0,99acres
36405.0,89266.0,OMR,4,2135,Semi-Furnished,Bachelors,4,8.0,8,9.0,99acres
14574.0,38067.0,Navalur,2,876,Furnished,Both,2,0.0,12,3.0,99acres
17016.0,44907.0,Sholinganallur,2,1039,Furnished,Both,2,1.0,2,10.0,99acres
20550.0,42630.0,Sholinganallur,2,1004,Furnished,Family,2,12.0,12,4.0,NoBroker
27119.0,65810.0,OMR,3,1415,Semi-Furnished,Family,2,3.0,12,5.0,NoBroker
23230.0,80880.0,Perungudi,3,1473,Furnished,Family,3,4.0,4,4.0,MagicBricks
23201.0,50371.0,OMR,3,1553,Semi-Furnished,Family,3,2.0,6,5.0,Housing.com
41934.0,90891.0,Thoraipakkam,4,2210,Furnished,Both,4,10.0,16,4.0,MagicBricks
5000.0,18553.0,Chromepet,1,536,,Bachelors,1,2.0,4,3.0,99acres
10145.0,50416.0,Tambaram,2,776,Semi-Furnished,Bachelors,2,9.0,12,9.0,Housing.com
16252.0,40781.0,Perungudi,2,816,Unfurnished,Bachelors,2,5.0,6,6.0,Housing.com
11681.0,56888.0,Kolathur,3,1567,Furnished,Bachelors,3,8.0,8,,MagicBricks
9623.0,34330.0,Medavakkam,2,922,Furnished,Family,2,2.0,16,8.0,NoBroker
31522.0,138770.0,Anna Nagar,3,1271,Semi-Furnished,Bachelors,3,0.0,6,10.0,99acres
18804.0,92142.0,Perungudi,2,992,Semi-Furnished,Bachelors,2,5.0,6,8.0,MagicBricks
28005.0,104877.0,Adyar,3,1295,Semi-Furnished,Bachelors,3,5.0,8,7.0,99acres
35525.0,147872.0,Perungudi,4,1882,Semi-Furnished,Family,4,0.0,6,11.0,99acres
9735.0,27172.0,Medavakkam,2,942,Unfurnished,Family,2,2.0,6,2.0,NoBroker
6128.0,20538.0,Kolathur,1,668,Semi-Furnished,Both,1,15.0,16,4.0,MagicBricks
20524.0,88217.0,Porur,3,1388,Unfurnished,Both,3,3.0,16,3.0,NoBroker
33682.0,152654.0,Adyar,3,1460,Unfurnished,Bachelors,3,4.0,6,9.0,MagicBricks
30712.0,142138.0,OMR,3,1603,Furnished,Bachelors,3,0.0,16,7.0,NoBroker
18548.0,71599.0,Adyar,2,768,Semi-Furnished,Both,2,4.0,8,8.0,MagicBricks
12429.0,50195.0,Medavakkam,2,1000,Semi-Furnished,,2,1.0,4,,NoBroker
18517.0,68366.0,Kolathur,4,2016,Unfurnished,Bachelors,3,2.0,4,3.0,MagicBricks
10945.0,40341.0,Kolathur,2,1033,Furnished,Family,2,0.0,8,2.0,99acres
38241.0,78929.0,Nungambakkam,3,1383,Semi-Furnished,Bachelors,3,5.0,6,9.0,Housing.com
16795.0,51122.0,Perungudi,2,1129,Semi-Furnished,Bachelors,2,3.0,6,6.0,99acres
48084.0,149222.0,Adyar,4,2182,Semi-Furnished,Family,3,7.0,8,,99acres
16589.0,77337.0,OMR,3,944,Semi-Furnished,Bachelors,3,5.0,6,11.0,Housing.com
22294.0,83318.0,Porur,4,1330,Semi-Furnished,Both,4,3.0,8,10.0,NoBroker
19925.0,98430.0,OMR,2,961,Furnished,Family,2,12.0,12,2.0,Housing.com
21471.0,75318.0,ECR,3,1411,Semi-Furnished,Both,3,,8,2.0,MagicBricks
29259.0,,Sholinganallur,4,2245,Semi-Furnished,Family,4,3.0,4,2.0,NoBroker
8344.0,21143.0,Porur,1,551,Furnished,Bachelors,1,0.0,6,8.0,Housing.com
7116.0,28733.0,Chromepet,2,879,Semi-Furnished,Family,2,3.0,8,4.0,MagicBricks
20494.0,47183.0,OMR,2,1047,Furnished,Bachelors,2,4.0,6,10.0,NoBroker
7041.0,21172.0,Ambattur,2,751,Furnished,Family,2,6.0,12,10.0,99acres
13178.0,26779.0,Tambaram,3,1197,Furnished,,3,2.0,6,10.0,99acres
24633.0,104944.0,Anna Nagar,2,1018,Furnished,Bachelors,2,3.0,6,4.0,NoBroker
16999.0,82629.0,OMR,2,1070,Unfurnished,Both,2,7.0,8,11.0,Housing.com
15698.0,43922.0,Porur,2,907,Furnished,Both,2,3.0,6,11.0,NoBroker
17939.0,49074.0,ECR,2,981,Unfurnished,Family,2,4.0,4,8.0,99acres
21153.0,42998.0,Navalur,2,1077,Unfurnished,Both,2,2.0,8,6.0,MagicBricks
8828.0,42887.0,Tambaram,2,858,,Family,2,7.0,8,9.0,NoBroker
10764.0,34632.0,Kolathur,2,994,Furnished,Family,2,0.0,4,6.0,99acres
10096.0,21148.0,Pallikaranai,2,1062,Semi-Furnished,Family,2,0.0,16,3.0,99acres
21827.0,87487.0,Perungudi,2,970,Unfurnished,Bachelors,2,11.0,16,6.0,MagicBricks
19734.0,77588.0,Navalur,2,1085,Furnished,Family,2,3.0,12,6.0,MagicBricks
19524.0,81871.0,Sholinganallur,2,894,,Bachelors,2,6.0,6,,Housing.com
5895.0,23661.0,Medavakkam,1,493,Furnished,Family,1,0.0,6,6.0,Housing.com
28342.0,75291.0,Guindy,4,1523,Furnished,Family,4,0.0,8,6.0,MagicBricks
9163.0,42645.0,Sholinganallur,1,481,Semi-Furnished,Bachelors,1,4.0,4,6.0,99acres
13150.0,30376.0,ECR,2,960,Semi-Furnished,Both,2,0.0,2,9.0,Housing.com
27204.0,68206.0,Guindy,3,1410,Unfurnished,Bachelors,2,3.0,12,11.0,NoBroker
16526.0,69762.0,Perungudi,3,944,Semi-Furnished,Bachelors,3,3.0,8,7.0,NoBroker
7354.0,29269.0,Navalur,1,557,Semi-Furnished,Both,1,6.0,8,5.0,Housing.com
24927.0,,Sholinganallur,3,1243,Semi-Furnished,Family,3,0.0,6,7.0,99acres
11495.0,50219.0,ECR,2,797,Semi-Furnished,Family,2,4.0,6,8.0,MagicBricks
22266.0,65131.0,Velachery,2,1227,Semi-Furnished,Family,1,0.0,4,2.0,99acres
6713.0,21043.0,Ambattur,1,648,Unfurnished,Bachelors,1,6.0,8,7.0,NoBroker
53708.0,247099.0,Nungambakkam,4,1811,Semi-Furnished,Bachelors,4,8.0,16,7.0,99acres
20798.0,94616.0,Adyar,2,808,Semi-Furnished,Both,2,4.0,6,7.0,Housing.com
24585.0,97268.0,Velachery,3,1597,Furnished,Both,3,0.0,8,4.0,NoBroker
25179.0,88640.0,OMR,4,1760,Semi-Furnished,Bachelors,4,0.0,4,3.0,MagicBricks
21559.0,100707.0,Perungudi,2,947,Unfurnished,Both,2,14.0,16,4.0,MagicBricks
11603.0,37400.0,Ambattur,3,1173,Semi-Furnished,Bachelors,3,7.0,8,3.0,NoBroker
18722.0,61239.0,Guindy,3,944,Furnished,Bachelors,3,6.0,12,10.0,MagicBricks
23052.0,74711.0,Nungambakkam,2,990,Furnished,Both,1,0.0,16,6.0,Housing.com
9191.0,19954.0,Chromepet,2,930,Furnished,Family,2,0.0,8,3.0,Housing.com
6948.0,14012.0,Porur,1,498,Semi-Furnished,Family,1,3.0,4,3.0,NoBroker
22715.0,107182.0,Guindy,3,1512,Semi-Furnished,Both,3,6.0,6,11.0,MagicBricks
16202.0,45142.0,Perungudi,2,665,Unfurnished,Family,2,7.0,12,6.0,Housing.com
20888.0,44461.0,Thoraipakkam,3,1045,Furnished,Both,3,8.0,16,4.0,Housing.com
15561.0,57189.0,Velachery,2,1000,Unfurnished,Bachelors,2,0.0,4,3.0,MagicBricks
14634.0,39516.0,Ambattur,3,1719,Unfurnished,Family,3,0.0,2,3.0,Housing.com
26941.0,101039.0,Perungudi,3,1324,Semi-Furnished,Family,2,7.0,8,7.0,99acres
26377.0,107340.0,Guindy,3,1576,Unfurnished,Family,3,1.0,12,4.0,MagicBricks
21837.0,102601.0,Sholinganallur,3,1367,Furnished,Bachelors,3,1.0,4,5.0,MagicBricks
9589.0,23184.0,Tambaram,2,854,Furnished,Bachelors,2,1.0,6,3.0,NoBroker
13511.0,57907.0,Thoraipakkam,2,948,Furnished,Both,2,8.0,12,7.0,MagicBricks
15841.0,72644.0,Sholinganallur,2,922,Unfurnished,Both,2,6.0,6,3.0,99acres
14729.0,45159.0,Mogappair,2,1042,Furnished,Family,1,2.0,2,6.0,NoBroker
7025.0,20680.0,Ambattur,2,987,Semi-Furnished,Family,2,0.0,4,10.0,NoBroker
30282.0,,Adyar,3,1360,Furnished,Family,3,0.0,8,3.0,99acres
26463.0,110646.0,OMR,3,1495,Unfurnished,Family,3,2.0,2,4.0,99acres
30281.0,90737.0,Nungambakkam,3,1164,Furnished,Both,3,1.0,8,8.0,99acres
18003.0,77828.0,Medavakkam,3,1372,Furnished,Both,3,6.0,8,8.0,99acres
23152.0,96548.0,Velachery,3,1394,Semi-Furnished,Bachelors,2,7.0,12,9.0,MagicBricks
20909.0,61293.0,Sholinganallur,3,1310,Semi-Furnished,Bachelors,3,9.0,12,8.0,NoBroker
16480.0,78837.0,Thoraipakkam,2,892,Unfurnished,Bachelors,2,4.0,8,3.0,99acres
18427.0,,Pallikaranai,3,1393,Semi-Furnished,Family,2,3.0,12,9.0,99acres
8873.0,32909.0,Perungudi,1,501,Unfurnished,Bachelors,1,4.0,16,10.0,Housing.com
23012.0,,OMR,3,1482,Semi-Furnished,Family,3,7.0,12,2.0,99acres
45523.0,185168.0,Anna Nagar,4,1717,Unfurnished,Family,4,0.0,16,11.0,99acres
41492.0,124898.0,Velachery,4,2043,Semi-Furnished,Family,4,7.0,12,4.0,NoBroker
22062.0,101455.0,Sholinganallur,2,1093,Semi-Furnished,Bachelors,2,4.0,6,7.0,Housing.com
11497.0,31480.0,Guindy,1,538,Semi-Furnished,Bachelors,1,3.0,6,6.0,99acres
24933.0,89243.0,Adyar,3,1080,Semi-Furnished,Both,3,6.0,12,10.0,Housing.com
18754.0,85666.0,ECR,3,1124,Unfurnished,Both,3,2.0,8,5.0,NoBroker
32377.0,88789.0,Adyar,3,1266,Furnished,Bachelors,3,11.0,16,9.0,Housing.com
13919.0,56300.0,Medavakkam,2,995,Furnished,Bachelors,1,14.0,16,4.0,99acres
19092.0,,Thoraipakkam,2,1058,Furnished,Both,2,0.0,8,10.0,99acres
12509.0,50433.0,Medavakkam,2,956,Unfurnished,Family,2,5.0,6,,99acres
14741.0,70868.0,ECR,2,822,Semi-Furnished,Family,2,8.0,8,10.0,MagicBricks
9063.0,24094.0,Tambaram,2,1007,Unfurnished,Family,2,1.0,4,5.0,99acres
28083.0,102697.0,Guindy,3,1468,Semi-Furnished,Both,3,4.0,4,3.0,NoBroker
25031.0,76549.0,Thoraipakkam,3,1397,Semi-Furnished,Family,3,0.0,12,7.0,MagicBricks
11732.0,44282.0,Navalur,2,818,Semi-Furnished,Family,2,6.0,6,10.0,Housing.com
15099.0,34035.0,Perungudi,2,843,Furnished,Bachelors,1,2.0,4,3.0,99acres
13741.0,30727.0,Ambattur,3,1216,Semi-Furnished,Bachelors,3,15.0,16,8.0,MagicBricks
12007.0,26277.0,Pallikaranai,3,1108,Furnished,Both,3,6.0,8,2.0,99acres
16812.0,46667.0,Thoraipakkam,2,1070,Semi-Furnished,Family,2,1.0,12,7.0,NoBroker
23745.0,109418.0,Perungudi,3,1267,Semi-Furnished,Family,3,2.0,8,11.0,MagicBricks
12889.0,35888.0,Porur,3,946,Semi-Furnished,Bachelors,3,2.0,6,6.0,99acres
33673.0,147497.0,Adyar,3,1350,Semi-Furnished,Both,3,1.0,2,3.0,99acres
28106.0,105161.0,Mogappair,4,2350,Unfurnished,Both,4,8.0,12,8.0,Housing.com
11733.0,41877.0,Adyar,1,504,Furnished,Family,1,6.0,6,11.0,99acres
9912.0,30001.0,OMR,1,616,Furnished,Family,1,8.0,12,8.0,99acres
12813.0,55466.0,ECR,2,871,Unfurnished,Bachelors,1,0.0,2,2.0,Housing.com
14322.0,64395.0,OMR,1,656,Semi-Furnished,Bachelors,1,4.0,8,9.0,MagicBricks
